Compound_ID,Molecular_Weight,LogP,HBA,HBD,TPSA,Rotatable_Bonds,Bioactivity
CMP353,392.88298116010094,2.3626128726934823,4,1,56.88535398274762,3,Active
CMP354,342.0030735018286,4.189016531107551,1,1,61.924673227023604,6,Inactive
CMP355,349.04918960486555,4.420504247989855,2,2,63.086774119130155,4,Active
CMP356,299.87353176810956,2.429253706250524,5,4,102.48876186341634,6,Inactive
CMP357,349.0743432003805,2.1676444268957713,5,2,32.28651572042609,3,Inactive
CMP358,335.56706805399307,3.471415556386404,8,0,137.75497067319986,4,Inactive
CMP359,366.1359280169045,2.4477769557190285,6,5,96.12113618132103,9,Active
CMP360,308.63845282238384,3.6329318177555106,8,5,79.4647782825832,5,Inactive
CMP361,375.9673257120586,3.2029230208512995,2,5,73.90211998767427,7,Inactive
CMP362,426.6369456501289,1.484255885002768,3,4,80.71108149715315,10,Active
CMP363,344.5619925771571,4.547505201330061,6,5,85.42244856758677,2,Inactive
CMP364,370.0855861049471,4.7958776730955215,3,0,87.90431171900114,5,Active
CMP365,384.5071995855556,2.3872113095156138,6,2,86.11208932006897,9,Active
CMP366,329.93897640570816,2.612298440064016,6,4,76.79161362510497,11,Active
CMP367,361.20462409052084,3.285865390724905,2,2,71.05323159385348,3,Active
CMP368,350.62962003908973,3.334456789987025,7,4,71.97453432692977,9,Active
CMP369,354.8838049274416,3.6585442726728306,2,2,71.10183439294639,11,Inactive
CMP370,311.3495108072267,5.01020453876635,6,1,97.67540193734129,6,Active
CMP371,351.22550871294715,2.8230527725059504,1,2,86.87113444561723,4,Active
CMP372,374.8999145622725,2.2017027554615463,3,5,16.192227306714393,7,Active
CMP373,422.5571803897521,1.6206807719854728,2,1,88.11801553059522,8,Active
CMP374,397.96354130426033,2.269069960058081,7,2,78.8947238943755,6,Inactive
CMP375,457.65912287557785,2.9668730271262027,4,4,74.62582487108205,5,Active
CMP376,311.6326218555975,4.794557863517788,8,4,67.22963093822229,6,Inactive
CMP377,393.6160318360339,2.4823887009638286,6,4,97.48225439972026,5,Active
CMP378,359.1671002869176,3.2237879516388985,4,3,93.95052924245715,8,Inactive
CMP379,459.4901466608836,2.983577103927248,5,0,59.54244664352782,1,Active
CMP380,309.5850857322424,4.188393273448084,9,4,83.1410457424907,11,Active
CMP381,308.0139078909612,5.526932425873621,7,1,55.566865309174275,7,Inactive
CMP382,320.0303677277989,2.4691312270796795,9,4,47.40763670422139,10,Active
CMP383,243.80521378450965,2.510560557481778,7,3,62.4656555082007,10,Inactive
CMP384,323.71224891596194,4.044160877069072,1,5,92.24786944765518,11,Active
CMP385,312.0433669223151,3.6818914896263113,8,1,94.06250090752174,2,Inactive
CMP386,357.5196893238104,4.846707325736034,4,3,85.26170840194587,9,Active
CMP387,367.087798788858,3.5839281853259637,3,5,89.50191573695994,1,Active
CMP388,443.8085419607943,2.6407079092129404,7,1,85.32356574229917,11,Inactive
CMP389,397.5211919093025,3.5906548306923094,3,2,62.17036809554095,10,Active
CMP390,321.15481721687985,4.108703580582908,8,0,83.63845089347882,6,Active
CMP391,305.07926643258213,3.820482181197364,6,0,91.00819050455365,9,Active
CMP392,374.5959585753253,3.507274031107298,5,3,90.08582659627149,1,Active
CMP393,283.9883396489679,4.066674689589154,4,5,98.77826742949286,4,Active
CMP394,441.5729382927177,4.169295590445673,8,0,89.16607694402127,4,Active
CMP395,408.97200603606433,4.382158991037527,8,5,82.02896415083165,9,Inactive
CMP396,326.5412173947648,3.648709887589643,1,5,96.40300476632855,11,Inactive
CMP397,264.3432735454561,2.8328819196831456,9,3,74.4695748150188,5,Inactive
CMP398,417.69361870827066,3.1467136864333227,5,3,57.36250697544564,5,Active
CMP399,344.2730077373691,4.206508966508357,4,3,71.73866072112472,6,Inactive
CMP400,411.8908155986731,2.183064329012764,6,0,60.10194710387102,1,Active
CMP401,270.27861706028165,3.3686733088729013,6,3,61.496434500512365,1,Active
CMP402,320.03124885231136,2.606661187672639,2,0,72.10962658568964,9,Active
CMP403,350.26218498590913,3.0287448229348173,8,3,59.15160158000077,3,Active
CMP404,352.3490296882371,4.278451862607299,7,4,68.8407694072192,4,Inactive
CMP405,327.4967264260378,3.1910990680199034,1,5,37.12770666092429,1,Active
CMP406,381.14249661737495,3.046436548156149,5,3,79.26587414745877,9,Inactive
CMP407,296.61897853087027,1.6401438590200808,6,1,75.02410950724449,8,Active
CMP408,342.8810257489353,3.746253566027221,4,5,58.658227378636184,2,Inactive
CMP409,356.01478158559496,3.645484181141075,2,5,88.1849133686481,8,Inactive
CMP410,375.72194170293744,5.16325472330546,4,3,93.75140275253116,7,Inactive
CMP411,385.5807439044445,2.692221765046999,1,2,42.84880271262052,11,Inactive
CMP412,293.76789540810654,3.219150327663939,7,3,59.745504428675716,6,Inactive
CMP413,273.2942914632189,3.2493836837107555,2,5,59.617153004254035,1,Inactive
CMP414,413.88384109492546,4.577453279763475,2,1,56.20193797782271,7,Active
CMP415,366.6157005989796,2.904704467613048,9,5,91.58949683863497,10,Inactive
CMP416,312.5756731721723,3.2790215257703395,5,1,71.12347722454393,7,Active
CMP417,427.55759877612616,3.6078965097165394,2,0,69.70970317378779,9,Inactive
CMP418,355.78373171464295,3.1866091231563582,9,4,34.92275271186493,1,Active
CMP419,408.96485920319134,2.553566385449472,9,5,87.70836060418452,2,Inactive
CMP420,353.37592407050545,3.1940899928983075,1,3,50.21483210293055,11,Inactive
CMP421,453.03739624409934,4.073631749859772,3,0,76.19865260532657,9,Active
CMP422,437.7670421221602,1.9734847005889398,4,4,80.54753875916383,9,Inactive
CMP423,337.5517925760463,3.132969674146876,7,3,102.21317191677302,6,Inactive
CMP424,398.5785475477178,2.299879185060827,4,2,48.823592017617756,6,Inactive
CMP425,382.2687974792574,4.1950466289248425,2,3,14.609756883583493,4,Active
CMP426,418.43157787661744,1.4768130952162253,7,1,78.6769908950739,4,Inactive
CMP427,301.7538269709948,2.4410781527284118,6,1,111.01022363021707,5,Active
CMP428,384.30257299992195,3.377211875064521,3,2,99.77892705878875,3,Inactive
CMP429,402.9212243424794,4.56552402923434,6,0,79.19318830549251,1,Inactive
CMP430,262.06302567884427,2.9342497389270124,6,4,65.16727628735906,1,Active
CMP431,290.83707436671125,2.4448004733068016,5,3,91.14245193274621,7,Inactive
CMP432,248.03839111199497,4.88115706944059,4,1,55.529076005910625,1,Inactive
CMP433,336.5296582777721,1.551986099583756,1,0,84.52715538712438,1,Active
CMP434,385.8771127897981,0.8011940433799181,6,2,85.10940318333253,3,Inactive
CMP435,425.1178526048014,3.4400144500533325,2,5,96.2041981499776,10,Active
CMP436,353.70473902098877,2.4979457756473886,3,1,130.19320077822155,4,Active
CMP437,431.4307772785646,1.9787671828692868,8,2,82.84831934357534,4,Active
CMP438,280.99492708925544,3.7083564472993533,6,3,64.82072748585003,2,Inactive
CMP439,264.83087803224225,3.243800713771199,3,4,74.48851375616012,1,Active
CMP440,347.22261505516906,2.4359213692632715,7,1,39.61848190221764,3,Active
CMP441,369.20327244696534,1.7196956013291056,4,1,61.105737378218834,11,Inactive
CMP442,348.36526259529535,3.8724573282801447,9,3,66.81435123773792,4,Active
CMP443,246.62789499800618,3.650201177958661,5,5,64.51823204130815,3,Inactive
CMP444,345.5439980243606,2.900824136220617,3,0,78.04709744067443,8,Inactive
CMP445,284.7765249747573,4.846636996047666,2,4,58.55160135235599,10,Inactive
CMP446,383.48362744150194,1.9299152336738474,2,1,97.42061334648943,1,Inactive
CMP447,368.3299123048424,1.4744748290752612,3,4,75.00414129836395,2,Active
CMP448,303.0060106836322,2.3080919301187555,2,1,74.8139935772277,7,Active
CMP449,324.30665413316535,2.954413983644502,4,4,68.44210566974164,4,Active
CMP450,297.0393239055524,3.2433394493226917,2,2,78.10381367717959,8,Active
CMP451,346.8660451363414,2.7587639421436703,9,1,91.5019652933527,11,Active
CMP452,397.7571160250619,3.352055396514297,2,4,57.65739568578199,3,Inactive
CMP453,300.7136976832228,1.748460575809556,9,0,61.837670218494864,6,Active
CMP454,375.20232577589223,4.44376460407326,6,2,68.9254794244667,9,Active
CMP455,323.48711908137795,2.917848821607431,1,2,48.082581530535705,1,Active
CMP456,310.3563583868828,4.117295831588128,4,0,58.61484280557005,1,Inactive
CMP457,344.6484820022721,3.342725346377704,1,4,65.47558252910682,8,Inactive
CMP458,298.2378838790313,3.456753219153784,6,3,92.48778361425455,3,Active
CMP459,322.3175347326409,3.569767280232204,4,0,80.2512265800385,5,Inactive
CMP460,290.1061053705576,3.4477085600173147,3,4,78.8717982273509,1,Active
CMP461,448.2362566458195,3.642722759867544,3,0,92.01795924335944,5,Active
CMP462,351.7631775985864,4.329152530132431,9,0,72.25256423201206,11,Inactive
CMP463,315.0137246003707,3.19652116970147,6,1,82.80929699857779,6,Inactive
CMP464,360.6989955367111,3.7090037575885124,9,4,72.93556494135008,8,Active
CMP465,344.3835975154585,2.910264305712773,5,3,80.30724698799257,3,Active
CMP466,338.95152002333884,4.440117215449472,2,1,63.34482684776836,3,Inactive
CMP467,380.7083350021713,2.32360769794073,8,0,26.22365683447142,11,Active
CMP468,387.87538550236525,4.800940432910815,5,5,72.31441675627391,11,Inactive
CMP469,323.4749426194736,2.9598420493556565,2,0,103.45496272199881,10,Active
CMP470,321.209087967766,1.5692248978819519,4,0,93.52430804483186,9,Inactive
CMP471,336.2474151424178,3.1281044149107893,9,4,94.30794969182341,4,Active
CMP472,234.90394176322076,2.318948342525119,4,4,99.72261443612436,4,Active
CMP473,274.2404468900724,3.840643548988724,4,1,76.77315181922874,7,Inactive
CMP474,418.34371337222626,2.347376020697609,2,3,78.94631414811191,2,Active
CMP475,432.2483856750642,2.5538165667852204,6,1,62.646962091313,8,Active
CMP476,337.5481980221811,1.110459269054469,2,2,68.678542879459,6,Inactive
CMP477,378.8278481527883,2.5476936807509234,7,0,87.31542299542284,3,Active
CMP478,365.5625077271768,0.5761206733710433,3,5,99.07768874337633,9,Active
CMP479,503.9440404227619,1.4160971765142767,3,0,72.21107448638001,5,Active
CMP480,405.97874557172884,3.7604146561442975,5,0,65.99621470297177,8,Inactive
CMP481,343.6041204259617,3.785800158650832,3,1,75.01055917713195,7,Inactive
CMP482,302.22297796997873,3.425457561784965,2,5,87.0241349785823,8,Inactive
CMP483,269.6776839871214,2.033023856870787,9,5,46.12290367732916,7,Active
CMP484,360.17318179336115,2.95228864385802,2,5,29.076380937255237,3,Active
CMP485,312.18246273578484,2.9963974609094315,2,1,63.98926301016833,2,Active
CMP486,278.8873145201163,1.8416353108074572,8,0,50.58575148171683,7,Active
CMP487,317.67135578787367,4.503398301767151,9,1,64.83719604705378,3,Inactive
CMP488,295.92259981928026,3.8773622905756713,7,4,72.04439362365056,3,Active
CMP489,434.3570817536282,2.779035826170336,3,4,65.93503181953973,2,Active
CMP490,394.08198784747253,3.026885838994531,9,1,104.04935068941491,4,Active
CMP491,349.6013679341691,3.2083828079475527,3,5,81.5348952920464,8,Inactive
CMP492,423.9972069445013,0.9582651315757094,5,0,81.00948719221657,1,Active
CMP493,353.86841538238093,2.7528226174794033,9,1,87.44414288086804,1,Active
CMP494,306.9357899335868,2.3180157520022013,3,1,52.223337644384614,5,Active
CMP495,426.15620386348286,1.9983799901050845,7,1,95.78223574840537,11,Active
CMP496,376.9455021842329,2.718899707114045,1,2,73.4847142692908,5,Active
CMP497,298.1376922836772,4.797686526849523,4,4,88.40961234482425,11,Inactive
CMP498,340.4830660958196,3.64084286126701,4,5,53.56285533919689,1,Active
CMP499,306.21908733076214,2.428821010217203,7,3,43.924824679678714,6,Active
CMP500,280.8600134517832,3.5725827813561586,8,5,91.35779316050058,1,Active
